entities,entity counts,entity label
18f-fdg,2,Medication
palmitoylethanolamide,2,Chemical compound
4-aminoquinolines,2,not determined
dihydroorotate,2,Protein
pneumomediastinum,2,Topic
25-hydroxy vitamin d,2,Diagnostic test
sars-cov2,2,Virus
temozolomide,2,Medication
singular,2,Topic
mol013443,2,not determined
chictr2000030262,2,not determined
s,2,Topic
epigallocatechin gallate,2,Topic
mol000519,2,not determined
fedratinib,2,Topic
asco,2,Food
alkaloid,2,Topic
tmz,2,Topic
homoharringtonine,2,not determined
nucleoside triphosphate,2,Topic
omega-3 fatty acids,2,Topic
elbasvir,2,Drug
atv,2,Television network
aspartic acid,2,Amino acid
steward,2,Topic
sterile water,1,Topic
apratoxin a,1,Topic
cid 1070884,1,not determined
co-pathogens,1,Topic
dihydroquercetin,1,Topic
thiamine hydrochloride,1,Chemical compound
cid 1207786,1,not determined
liverpool,1,Football club
niacinamide,1,Medication
remidisvir,1,not determined
n-terminal-pro,1,Diagnostic test
"'sars-cov-2', and 'covid-19'",1,Disease
galactosamine,1,Topic
bangdiwala as,1,not determined
riboflavin 5' phosphate,1,Topic
methylprednisolone sodium succinate,1,Pharmaceutical drug
phenylalanine,1,Amino acid
hcov-19,1,Virus
hcovs-229e,1,not determined
apilimod,1,Drug
tjipanazole,1,not determined
lala,1,American actress
sars-cov-1,1,Virus
mtici2b-3,1,not determined
hcq- azm,1,not determined
clinicaltrials.gov nct04335123 nct04311177 nct04312009,1,not determined
ems,1,Company
sars-coronavirus-2,1,Virus
herbacetin,1,Topic
gangliosides,1,Topic
19-ncov,1,Disease
isobavachalcone,1,not determined
nitrile,1,Topic
nhs,1,Bank
inosine pranobex,1,Drug
japanese red,1,Plants
crd42020186996,1,not determined
n-terminal-probnp,1,Protein
mdr504 hace2-fc,1,not determined
eucapsitrione,1,not determined
mdr504,1,not determined
cryptophycin 1,1,not determined
cylindrospermopsin,1,Chemical compound
protocol no,1,Application programming interface
tolyporphin,1,not determined
calcium d-pantothenate,1,Chemical compound
lopinivir,1,not determined
salins n,1,Topic
capa,1,Topic
jinyintan,1,Metro station
actemra,1,Drug
rinazine,1,not determined
pyridoxine hydrochloride,1,Chemical compound
artemisinin-piperaquine,1,not determined
ther,1,Topic
sodium bicarbonate,1,Chemical compound
bhatnagar s,1,Topic
tf3,1,Aircraft engine
selumetinib,1,Topic
angiotensin aldosterone,1,Topic
coronavirus-2.covid-19,1,Disease
trialswebsite,1,not determined
spiramycin,1,Drug
mustard gas,1,Chemical compound
piperacillin-tazobactam,1,Medication
pao2/fio2 < 100,1,not determined
colistin,1,Medication
cd154,1,Protein
iso,1,Standards body
zaleplon.pregnancy.breastfeeding.history,1,not determined
trial.to,1,Topic
hydroxychloroquine-with,1,Medication
racemic epinephrine,1,not determined
(oh) d,1,Topic
pentamidine,1,Medication
hydroxy,1,Medication
umbelliprenin,1,not determined
fluvoxamine.treatment,1,Topic
hydroxychloroquine phosphate/sulfate,1,not determined
ono 5334,1,Channel
mln-3897,1,Topic
phycocyanobilin,1,Topic
porphyrins,1,Topic
dna,1,Topic
"2,07e",1,Singing group
hads-d,1,not determined
"2,91e",1,American rapper
chelerythrine,1,Topic
fe2+,1,Topic
crd42020180875,1,not determined
light red,1,Topic
oroxylin a,1,Chemical compound
hydroxychloroquine phosphate,1,Medication
praeruptorin e,1,not determined
"1α,25-dihydroxy vitamin d-1,25[oh]2 d",1,Medication
sotalol,1,Medication
l-ascorbic acid,1,Food
bronchopneumonia,1,Disease
chalk,1,Form of rock
so2,1,Chemical compound
pco2,1,Topic
tam,1,Airline
epigallocatechin-3-gallate,1,Topic
ncov,1,Virus
mevalonate,1,Chemical compound
lovastatin,1,Medication
glutamic-oxaloacetic,1,Diagnostic test
d-dimer(d-d),1,Diagnostic test
nicotine e-cigarette,1,United States federal legislation
apo b,1,Plants
hcq-no az,1,not determined
"""red zone",1,2018 film
cyanocobalamin,1,Medication
"theaflavin-3,3'-digallate",1,Topic
arthritis.insulin,1,not determined
marathon,1,Topic
benzodiazepine,1,Class of drugs
crcl,1,Company
droperidol,1,Drug
"(oh)d-1,25 dihydroxy vitamin d",1,Medication
amiodarone.hereditary,1,not determined
lumefantrine,1,Chemical compound
circadin,1,not determined
(hs)-troponin,1,not determined
procainamide,1,Medication
sparfloxacin,1,Medication
25(oh)d- 25 hydroxyvitamin d,1,Hormone
zolpidem,1,Medication
isg,1,"Business school in Paris, France"
thioridazine,1,Drug
cisapride,1,Drug
zopiclone,1,Drug
heliox,1,Topic
famotidine or cimetidine,1,not determined
of 2443,1,City in Nevada
ang ii-at1r,1,not determined
bhalla a,1,Topic
retionavir,1,not determined
levamisole,1,Medication
vinblastine,1,Medication
leucine,1,Amino acid
pyrin,1,Topic
cyclosporine-a,1,Medication
gemcitabine,1,Medication
protocol aaas9924,1,not determined
17apr2020,1,not determined
aluminium,1,Chemical element
metoclopramide,1,Medication
pubchem 23727975,1,not determined
lactogenic hormone,1,not determined
mm-pbsa-wsas.<sup>2-4</sup>,1,not determined
<sup>1</sup> i,1,not determined
phosphatidylcholine,1,Topic
des-arg(9)-bradykinin,1,Protein
urticaria(1),1,Medical condition
cefdinir,1,Medication
monitoring.•otelemedicine,1,not determined
monoterpenoid,1,Topic
ambroxol hydrochloride,1,not determined
fluoroquinolones,1,not determined
oxycodone,1,Medication
(-)-isoprenaline,1,Medication
thionamides,1,Drug grouping
propylthiouracil,1,Medication
methimazole,1,Medication
5-aminosalicylate,1,Medication
someone,1,Album by Jacky Cheung
acid β-glucosidase,1,Chemical compound
glycosphingolipids,1,not determined
rtx,1,Computer application
pgx,1,Topic
cytosine,1,Topic
borea,1,Topic
ondansetron,1,Medication
compstatin,1,not determined
β-thujaplicin,1,Topic
bisbenzylisoquinoline,1,not determined
(10 ± 4) d,1,Disease
sodium glucose,1,Protein
cyclophilin a,1,Protein
2oiknwl,1,not determined
angiotensin ⅱ,1,Medication
ace,1,Hardware store company
dipivefrine,1,Topic
crd42020191877,1,not determined
everyone,1,Drama series
ketoprofen,1,Drug
celecoxib diclofenac,1,not determined
pasireotide,1,Drug
clavulanate,1,Medication
piroxicam,1,Drug
etodolac,1,Drug
vitamine c,1,Food
flurbiprofen,1,Drug
mefenamic acid,1,Drug
clotrimazole,1,Medication
lindenman,1,"Family practice physician in South Bend, Indiana"
.nitazoxanide,1,Drug
shortlisted lead,1,Novel by Alix E. Harrow
16 817,1,Topic
thiazolides,1,Drug
crd42020199805,1,not determined
thimerosal,1,Pharmaceutical
phytocannabinoids,1,not determined
hmg coa,1,Class of drugs
diclofenac,1,Drug
sulfonic acid,1,Topic
butanol,1,Topic
(+)-syringaresinol-o-beta-d-glucoside,1,not determined
impulsin,1,Topic
f-fdg,1,Medication
fluorine 18-fluorodeoxyglucose,1,not determined
nationaalborstkankeroverleg,1,not determined
charcoal,1,Topic
cd200,1,Topic
sars- cov2,1,Virus
theaflavin digallate,1,Topic
immune globulin,1,Drug class
oxygena-tion,1,not determined
d4-hcq,1,not determined
diosgenin,1,Topic
di-desethylchloroquine,1,not determined
crd42020200894,1,not determined
biphenyl,1,Chemical compound
metyrapone,1,Chemical element
octapharma ag,1,Pharmaceutical company
cardiolipin,1,Topic
octaplas,1,not determined
esine,1,Comune in Italy
customs,1,Topic
dinoprost,1,Chemical compound
american,1,Currency
telephones,1,Topic
mizoribine,1,Drug
seraph,1,Topic
polyethylene,1,Chemical compound
purine nucleoside,1,Chemical compound
flavanone,1,Topic
oxygen-demand,1,Topic
elane,1,Protein
gse1739,1,not determined
gse33267,1,not determined
kazinol-a,1,not determined
tmp,1,Medicinal
"theaflavin-3,3-digallate",1,Topic
savinin,1,Topic
nigellimine,1,not determined
arbutin,1,Medicinal
terbutaline,1,Drug
zn2+,1,not determined
pdb-id 6lu7,1,not determined
barnidipine,1,Topic
worldwide,1,Topic
n-acetyl-l-cysteine,1,Medication
dithiothreitol,1,Chemical compound
drivers-pressures-state,1,not determined
acute-respiratory-distress-syndrome,1,Injury
covid-19 or sars-cov-2,1,Disease
redaciclovir,1,not determined
neuro-immune,1,not determined
bile acid,1,Topic
ursodeoxycholic acid,1,Topic
standalone,1,Topic
methylxanthine,1,Topic
silicone hydrotamps,1,not determined
（4）,1,2019 film
procalcitonin，,1,Topic
eudract 2020-001736-95,1,not determined
γ-aminobutyric acid-b,1,Topic
trial.5.median,1,not determined
gababr,1,not determined
2020-april,1,Video sharing company
adenosine→a2a,1,Gene
nct04333420,1,not determined
complement protein,1,Protein
lopinavir(200mg),1,not determined
verapamil,1,Medication
diltiazem,1,Medication
stromectol,1,Medication
glcm entropy_angle 90_offset4,1,not determined
parathyroid-vitamin-d,1,Medication
hydroxyloroquine,1,not determined
covid-19-bc,1,Disease
rubbing alcohol,1,Topic
tenofovir disoproxil,1,Medication
glyburide,1,Medication
epicatechin,1,Topic
ellagic acid,1,Topic
capsaisin,1,Affliction
sesamin,1,Topic
ulipristal acetate,1,Medication
steroidal lactone,1,Topic
acarbose,1,Drug
brefeldin a,1,Topic
cadambine,1,not determined
speciophylline,1,not determined
proanthocyanidin b2,1,Topic
cefazolin,1,Medication
reninangiotensin-aldosterone,1,not determined
gemo,1,Topic
crd42020177953,1,not determined
cinahl plus,1,not determined
azitromycin,1,Medication
isorhamnetin,1,Topic
tolazamide,1,Drug
hydrogen sulfide (h2s),1,Chemical compound
medicine,1,Topic
calcium hydroxide,1,Chemical compound
clopidogrel bisulfate,1,Drug
leganes,1,Football team
bedside echocardiogram,1,not determined
eupas35296,1,not determined
lopinavir/ritonavir(lpv/r),1,not determined
fondaparinux,1,Medication
ppe,1,Topic
crd42020195794,1,not determined
neem extract,1,Topic
bioflavonoid,1,Class of chemicals
lopinavir/ ritonavir,1,not determined
viruxide,1,not determined
citrox,1,Topic
crd42020167038,1,not determined
4-aminoquinoline,1,Chemical compound
fumaric acid esters,1,Chemical compound
bicalutamide,1,Medication
dutasteride,1,Medication
c1inh,1,not determined
voriconazole,1,Medication
poly i:c,1,Topic
hyperoside,1,Chemical compound
bosentan,1,Medication
1-diphenyl-2-picryl hydrazil,1,not determined
serine-2,1,Protein
lausanne,1,City in Switzerland
clonidine,1,Medication
crd42020200883,1,not determined
des-arg9-bradykinin,1,not determined
progestagens,1,Drug class
do-not-resuscitate,1,Topic
do-not-intubate,1,not determined
nct04276688,1,not determined
fucose,1,Chemical compound
oxygen 6 l,1,Chemical element
organisation(who),1,Topic
oxygen 3 l,1,Chemical element
pcv,1,Medical test
azithryomycin,1,not determined
hospital,1,Topic
hfno,1,Topic
hd,1,Topic
carbohydrates,1,Topic
eupas34399,1,not determined
glycopeptides,1,not determined
crd42020177243,1,not determined
bicol,1,Region in the Philippines
stavudine,1,Medication
isrctn13694948,1,not determined
pemirolast,1,Drug
mato,1,City in Portugal
biflavonoid,1,Topic
mpro-n3,1,not determined
fevipiravir,1,not determined
hinokiol,1,not determined
tetra-o-galloyl-β-d-glucose,1,not determined
scutellarein,1,Topic
saikosaponin b2,1,not determined
myricetin,1,Chemical compound
"hcov-oc43, hcov-hku115",1,not determined
hcov-229e,1,Virus
fumerates,1,not determined
sphinogosine-1p,1,not determined
adol,1,Topic
doxycycline.doxycycline,1,Topic
cgmp,1,Drug
clinicaltrials.gov nct03042143,1,not determined
amara v,1,Actress
(7)in,1,Topic
(1)standard,1,Spoken language
isoniazid,1,Topic
prostaglandin f2α,1,Medicinal
linezolid,1,Drug
zosyn,1,Medication
daidzein,1,Chemical compound
cope,1,Capital of Denmark
cinchona alkaloids,1,not determined
gloves.➤loose,1,not determined
crd42020199508,1,not determined
reduced-graphene-oxide,1,not determined
crd42020214223 ethics,1,not determined
noscapine-hydroxychloroquine,1,not determined
favlplravir,1,not determined
istradefylline,1,Medication
bromotheophylline,1,Drug
mechanics-poisson-boltzmann,1,Book by Kenny B. Lipkowitz
mechanics-generalized-born,1,not determined
theophylline,1,Drug
dyphylline,1,Topic
abtracetogether,1,not determined
nct04333589,1,not determined
penicillamine,1,Medication
clinicaltrials.gov id,1,Topic
morphomycodyl esters,1,not determined
favipiravir trial,1,not determined
covid-19 • pregnancy •,1,Topic
aparelho,1,Topic
amodiaquine,1,Medication
bactrim ds,1,Topic
crd42020185764,1,not determined
chlorhexidine gluconate,1,Medication
isrctn,1,not determined
isrctn95933274,1,not determined
tannins,1,Topic
rivabirin,1,not determined
"favipiravir, 3 of remdesivir",1,not determined
"3 of baricitinib, 1 of ruxolitinib",1,Pharmaceutical company
methisazone,1,not determined
abt450,1,not determined
cgp42112a,1,not determined
l-canavanine,1,not determined
uzarin,1,not determined
hypoxoside,1,not determined
monophosphoramidate,1,not determined
ici,1,Topic
azoles,1,Drug class
liposomal amphotericin b,1,not determined
coronavirus-2,1,Virus
tonavir,1,not determined
β-interferon,1,Topic
corticosteroids+,1,not determined
formic acid,1,Chemical compound
ecallantide,1,Drug
tegobuvir,1,not determined
rdrp_emblicanin a,1,not determined
mimusopic acid,1,not determined
angiotensinaldosterone,1,not determined
mpro_mulberroside e,1,not determined
phyto-molecules- mulberroside-a,1,not determined
helium,1,Chemical element
amazon,1,E-commerce company
iphones,1,Mobile phone
iphone,1,Mobile phone
android phones,1,Operating system
oligomycin,1,Topic
conessine,1,Topic
valinomycin,1,Topic
papaverine,1,Drug
emetine dihydrochloride hydrate,1,not determined
pristimerin,1,not determined
harmine,1,Topic
"berbamine, 4`-hydroxychalcone",1,not determined
cycloheximide,1,Chemical compound
monensin sodium,1,not determined
oestrogen,1,Topic
gemfibrozil,1,Medication
rdrp_remdesivir,1,not determined
emblicanin a,1,not determined
comite,1,Topic
nimbolide,1,not determined
ag-g-pmo,1,not determined
gasoline,1,Fuel
glutaraldehyde,1,Medication
mba,1,Degree
sasp,1,Topic
ravipiravir,1,not determined
tnf α,1,Protein
cefoperazone sodium sulbactam sodium,1,"Medicine exporter in Mumbai, India"
ctla4-ig,1,not determined
oh,1,US State
methylene bisacrylamide,1,Chemical compound
imiquimod,1,Medication
lopinavir / ritonavir,1,not determined
monophosphoramidate adenosine,1,not determined
cinacalcet,1,Medication
acremonium,1,Fungus
philippine,1,Country in Asia
mpro_darunavir,1,not determined
andrographolides,1,not determined
chebulic acid,1,Chemical compound
anolignans,1,not determined
nct04395105,1,not determined
"6-fluor-3-oxo-3,4-dihydro-2-pyrazincarboxamid",1,not determined
phthalocyanine,1,Chemical compound
yomecorono,1,not determined
remdesavir,1,not determined
arginine‑ascorbate,1,not determined
covid-19 • ace2,1,Virus
ace-2-angiotensin(1-7)-angiotensin,1,Medication
1-angiotensin ii,1,Topic
flavin adenine dinucleotide,1,Topic
adeflavin,1,not determined
coenzyme a,1,Topic
fad,1,Topic
7-methoxy-2-methyl isoflavone,1,not determined
ilib,1,Country in North Africa
tzds,1,not determined
zoledronic acid,1,Medication
100-nucleotide,1,Book by Frederick A Murphy and Karl Maramorosch
quarantines,1,Topic
s-adenosyl-l-methionine,1,Chemical compound
ribose 2'-o,1,Topic
itacitinib,1,Chemical compound
antrafenine,1,Chemical compound
siramesine,1,Pharmaceutical
sonidegib,1,Medication
acetazolamine,1,not determined
5-methyl-1-phenyl-2-[1h]-pyridone,1,not determined
ssaa09e2,1,not determined
nct04393246,1,not determined
"7-chloro-n-[5-(diethylamino)pentan-2-yl]quinolin-4-amine (chloroquine),n-[[4-(4-methylpiperazin-1-yl)phenyl]methyl]-1,2-oxazole-5-carboxamide n-[[4-(4-methylpiperazin-1-yl)phenyl]methyl]-1,2-oxazole-5-carboxamide",1,not determined
dell'istruzione,1,Government ministry
oxygen o2,1,Telecommunications company
crd42020190118,1,not determined
(pao2 /fio2 ),1,not determined
polyunsaturated fatty acids,1,Topic
pufa,1,Topic
omega-3 pufas,1,not determined
arbidiol hydrochloride,1,not determined
α-linolenic acid,1,Topic
ketone,1,Topic
"3,3-dimethyl-n-[4-(1-piperidinylcarbonyl) phenyl] butanamide",1,not determined
"(2 s)-n-[(2s,4s, 5s)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide",1,not determined
hads,1,Actor
methyl-xanthine,1,not determined
n_sarbeco qpcr,1,not determined
sphingosine 1-phosphate,1,Topic
sucrose,1,Topic
gamma-oryzanol,1,Topic
disulfide,1,Topic
pentoxil,1,Drug
[6900-13 800] vs 5500,1,not determined
diy,1,Topic
crd42020199410,1,not determined
sulforaphane glucosinolate,1,Chemical compound
einstein,1,Theoretical physicist
epoxide,1,Topic
epoxyeicosatrienoic acids,1,not determined
eicosanoid,1,Topic
amphetamine,1,Drug
c-anca,1,Topic
pro-calcitonin,1,Hormone
n-gene,1,Topic
chalcone,1,Chemical compound
isoenzyme-mb,1,not determined
pyrazolone,1,Chemical compound
do-it-yourself,1,Topic
sars-3cl,1,Topic
n-substituted isatin,1,not determined
saquinvir,1,not determined
pomalidomide,1,Drug
buspirone,1,Medication
aminoglutethimide,1,Medication
ala285,1,not determined
clindamycin,1,Medicinal
calcipotriol,1,Medication
cb6,1,Topic
crd42020206889,1,not determined
[18f]fdg,1,Medication
glimepiride,1,Medication
canagliflozin,1,Medication
pimecrolimus,1,Topic
n-ob,1,Topic
hcov 229e,1,Virus
6-hydroxydopamine,1,Chemical compound
6ohda,1,not determined
amoxicillin-clavulanic acid,1,Medication
carrimycin,1,not determined
damageprevir,1,not determined
beta-2,1,Disease
ace-to,1,Dutch DJ
sevoflurane,1,Topic
treprostinil,1,Topic
taltegravir,1,not determined
crd42020182067,1,not determined
"1-, 2-, 3- and 5-mpro complexes",1,not determined
dpp-4i,1,not determined
pt,1,Chemical element
glipizide,1,Medication
vivitrol,1,Medication
irinotecan,1,Medication
gliquidone,1,Medication
no2,1,Chemical compound
fosaprepitant,1,Topic
allosteric sars-cov-2 s,1,not determined
ipecac alkaloids,1,Topic
nct04521309,1,not determined
bisdesethylchloroquine,1,not determined
gallium maltolate,1,Chemical compound
harpagide 5-o-β-d-glucopyranoside,1,not determined
1h,1,Medication
iridoid glycoside,1,Insect
2-prostaglandin,1,Topic
aryl hydrocarbon,1,Protein
(pg) e2,1,Topic
kynurenine,1,Topic
sars-cov-19,1,Virus
curare,1,Topic
actrn12620000478910,1,not determined
acetic acid,1,Chemical compound
n-terminal-pro-brain,1,Protein
5-aminosalicylic acid,1,Medication
gv971,1,not determined
valacyclovir,1,Medication
nct0445659,1,not determined
meloxicam,1,Drug
(pseudo)-heparin,1,not determined
ipecac,1,Drug
aluminum hydroxide,1,Chemical compound
promethazine hydrochloride,1,Chemical compound
sphenopalatine,1,Artery
lomitapide,1,Drug
ceftazidime,1,Medication
sars-cov-2 s,1,Virus
h207,1,not determined
cmh(2)o,1,Arcade game
txa,1,Medication
crd42020190757,1,not determined
glucosinolate,1,Topic
flavones,1,Topic
protocol,1,Topic
icu,1,Topic
amib,1,System software
favipiravir •,1,Medication
β-defensin,1,Topic
cid44271905,1,not determined
nct04326920,1,not determined
betamethasone valerate,1,Topic
theophylinnes,1,not determined
[des-arg9]-bk,1,not determined
cosyntropin,1,Drug
prekallikrein,1,Topic
clobetasol,1,Topic
psychinfo,1,not determined
hesperidinin,1,not determined
manganese dipyridoxyl diphosphate-mndpdp,1,not determined
manganese superoxide,1,not determined
manganese dipyridoxyl ethyldiamine (mnpled)-type mangafodipir,1,not determined
andrographolide,1,Topic
mangiferin,1,Topic
zingiberene,1,Chemical compound
thebaine,1,Chemical compound
tirilazad,1,Drug
trimethoprim-sulfamethoxazole,1,Topic
tyr,1,Dinosaur
db09219,1,Topic
s-protein-ace2,1,Topic
stichtingwerkgroepantibioticabeleid,1,not determined
artemether-lumefantrine,1,Medication
artesunate-pyronaridine,1,Medication
mefloquine-artesunate,1,Medication
dihydroartemisinin-piperaquine,1,Medication
artesunate-amodiaquine,1,Medication
fat-soluble-vitamin,1,Topic
ethyl sulfate,1,Chemical compound
crd42020181336,1,not determined
lopinavir trial,1,Topic
deoxyhemoglobin,1,not determined
salen,1,Municipality in Sweden
curcuma xanthorrhiza,1,Plants
o2•,1,Telecommunications company
pneumonia(covid-19),1,Disease
oxygenation(ecmo),1,Topic
prasugrel,1,Medication
sbi0206965,1,not determined
3-ma,1,Topic
crd42020182044,1,not determined
slc19a2gene,1,not determined
remdesvir,1,not determined
chictr2000030164,1,not determined
pharmavite,1,Company
cov201004 trial,1,not determined
acacetin,1,Chemical compound
pcb,1,Topic
miglitol,1,Drug
celgosivir,1,Topic
miglustat,1,Medication
mangafodipir,1,Topic
polyamine,1,Chemical compound
aeol 10150,1,Company
avasopasem manganese,1,Company
gc4419,1,Company
dexa-covid19,1,not determined
sgpt,1,Topic
chrysin,1,Chemical compound
hyperimmune reactions.the,1,not determined
(ifn)-β-1a,1,Topic
ai145356,1,not determined
covid-19.methodsthus,1,not determined
ai152318,1,not determined
ai152078,1,not determined
cyclic guanylate monophosphate,1,not determined
mostafa t,1,not determined
7β-hydroxycholesterol,1,not determined
oxysterols,1,Chemical compound
7-ketocholesterol,1,Chemical compound
oxysterol 27-hydroxycholesterol,1,Topic
24-hydroxycholesterol,1,not determined
25-hydroxycholesterol,1,not determined
coronavirus-disease-2019,1,Disease
propensity-score-matched 84,1,not determined
cd8+ t,1,Topic
chromones,1,not determined
17-item,1,E-commerce company
months.in 15,1,Unit of time
levan,1,Region in Asia
salmeterol,1,Medication
nct04315948 eudra-ct 2020-000936-23,1,not determined
take 20,1,Topic
phenylthiocarbamide,1,Chemical compound
his lactate,1,Topic
6-n-propylthiouracil,1,Medication
4-amonoquinoline,1,not determined
nct04410562,1,not determined
hydroxyl,1,Topic
bendamustine,1,Medication
covid-19 helplines,1,not determined
2020-april 30-2020,1,Online game
nic,1,Actress
hematoxylin-eosin,1,Topic
carnitine,1,Chemical compound
propionyl l-carnitine,1,Topic
δ9-tetrahydrocannabinol,1,Topic
crd42020179095,1,not determined
n-acetyl methionine,1,not determined
hydroxchloroquine,1,not determined
acyclovir,1,Medication
18f-fluorodeoxyglucose,1,Medication
oligomets,1,not determined
guanylyl,1,Topic
lactate-dehydrogenase,1,Topic
"dehydrogenase,d-dimer,alanine",1,not determined
adenosine c-nucleoside,1,Medication
tama,1,Plants
gallium,1,Chemical element
dmards,1,Drug category
transcription,1,Topic
polyene,1,Topic
phosphodiesterase-4,1,Drug type
fasudil,1,Drug
das s,1,Currency
ald,1,Supermarket company
(orf)3a,1,Topic
dermatol*,1,Branch of medicine
pro-immune,1,Drug class
berbamine,1,Topic
hypericin,1,Topic
cid,1,Indian television series
helplines,1,not determined
peracetic acid,1,Chemical compound
curbside,1,Grocery store company
chloramines,1,not determined
sodium dichloro isocyanurate,1,not determined
benzalconium chloride,1,not determined
performic acid,1,Chemical compound
avaccine,1,not determined
azithromycin.aim,1,not determined
nhc,1,Clinic
azvudine,1,not determined
mehta y,1,"Otolaryngologist in Olney, Maryland"
oht,1,"Special ward of Tokyo, Japan"
logic,1,Rapper
mithridates vi,1,Ruler
edss,1,Topic
hydroxysteroid,1,Topic
covid-19 superinfection.•in,1,not determined
heparinoids,1,Topic
binimetinib,1,Topic
encorafenib,1,Drug
sars-cov-2 3clpro,1,not determined
azilsartan,1,Drug
irbesartan,1,Medication
eprosartan,1,Pharmaceutical
telmisartan,1,Medication
liponavir,1,not determined
budesonide mmx,1,Company
5-asas,1,Chemical compound
broussoflavonol f,1,not determined
5-aminosalycylates,1,not determined
5-asa,1,Medication
vitamin d 25(oh)d,1,Topic
crd42020191086,1,not determined
euroqol 5-dimensions,1,not determined
selenite,1,Mineral
fluorescein,1,Medicinal
death.one,1,Online game
glucose disaccharide,1,Topic
doctrines,1,Topic
setrobuvir,1,Drug
crd42020204417,1,not determined
5-acetamido-2-methyl-n-[(1r)-1-naphthalen-1-ylethyl]benzamide,1,not determined
oxadiazole,1,Chemical compound
-nhco,1,Government agency
"3,4-dihydro-2h-pyran",1,Chemical compound
naphthalene,1,Chemical compound
safranal,1,Chemical compound
picrocrocin,1,Chemical compound
crocin,1,Chemical compound
1 211 214,1,Actor
tiryaqe azam,1,not determined
nadh,1,Topic
amraz-e-wabai,1,not determined
pvsqf,1,not determined
crd42020211910,1,not determined
covid-19.to,1,Disease
cbz,1,Topic
kaempferol 3-o-rutinoside flavonoid,1,"Chemical plant in Genay, Rhône, France"
people(3),1,Reptiles
mercaptalbumin,1,not determined
5-hydroxytryptamine,1,Topic
rianimazione,1,Medical specialty
intra-retinal,1,not determined
lactococcin gb,1,not determined
curvacin a,1,not determined
sakacin p,1,not determined
fourteen nh,1,Topic
gse67036,1,not determined
covid-19 zones,1,not determined
valproate,1,Medication
crd42020167205,1,not determined
crd42020189494,1,not determined
o/e,1,not determined
justicidin d,1,not determined
glycyrrhetic acid,1,not determined
euphol,1,Topic
curine,1,not determined
allegra,1,Pharmaceutical drug
atovaquone,1,Medication
fexofenadine acetate,1,not determined
ethamidindole,1,not determined
favipravir,1,not determined
troponine,1,Topic
thiazide diuretic,1,Topic
hydroxychloroquine-sulphate,1,not determined
nct04381936,1,not determined
phentermine,1,Medication
n-desmethylselegiline,1,not determined
curcumenol,1,not determined
nonapeptide,1,Topic
rtcs,1,not determined
angiotensin 1-7,1,Topic
•azithromycin,1,Medication
prostaglandin e,1,Medication
nct04359654,1,not determined
nct04355364,1,not determined
ebselen,1,Topic
halcinonide,1,Topic
benzocaine,1,Medication
diclofenamide,1,Topic
lansoprazole,1,Medication
sulfamonomethoxine,1,not determined
tolnaftate,1,Medication
roacteram,1,not determined
leu,1,Syndrome
hyroxychloroquine,1,not determined
phe,1,Public agency
1 744 704 covid-19-diagnosed,1,not determined
alpha-interferon,1,Topic
govil d,1,Topic
pan-echinocandin,1,not determined
6-o-caffeoylarbutin,1,not determined
vitexfolin a,1,not determined
caffeic-acid,1,Chemical compound
calceolarioside b,1,not determined
hydroxychloroquine-(daily),1,not determined
hydroxychloroquine-(weekly),1,not determined
hydroxychloroquine-identical,1,not determined
doctors.tm,1,Book by T. M. Logan
ala558,1,not determined
plantaricin bn,1,not determined
tb-high-burden,1,not determined
richter,1,Former Premier of the Soviet Union
plantaricin d,1,not determined
theramex,1,Company
crd42020178787,1,not determined
mac,1,Company
amino-quinolones,1,Company
sci,1,Company
solumedrol,1,Pharmaceutical drug
.edu and .org website,1,Web services company
proportionate,1,Topic
crd42020175594,1,not determined
covid-19 pipeline,1,Biotechnology company
pakistan,1,Country in South Asia
β-( s -2-oxopyrrolidin-3-yl)-alaninal,1,not determined
peg-ifn,1,Medication
tbo,1,Comics
-sitosterol,1,Chemical compound
nefamostate mesylate,1,not determined
pseudo-pernio,1,not determined
dry gangrene,1,Disease
detox,1,Topic
β-lactams,1,not determined
iridium,1,Chemical element
wi-fi,1,Topic
oxygen saturation.in,1,Topic
diosmin,1,Topic
orbidol,1,not determined
gasdermin,1,not determined
sno,1,Sport
nigellidine,1,Chemical compound
crd42020176589,1,not determined
digitoxin,1,Medication
yj0120,1,not determined
cov-19,1,Disease
low‐dose,1,Topic
filgrastim,1,Medication
surfactin,1,Topic
vitamin e,1,Chemical compound
crd42020179205,1,not determined
opal,1,Gemstone
lorazepam,1,Medication
fatty acid,1,Topic
remedsivir,1,not determined
prostanoids,1,Topic
asunaprevir,1,Drug
boceprevir,1,Topic
clocortolone,1,Topic
dolutegravir ritonavir,1,not determined
thiabendazole,1,Topic
vitamin b1,1,Medication
lomibuvir,1,not determined
trialkylsulfonium,1,not determined
photofrin,1,Topic
sterol,1,Chemical compound
fluticasone propionate,1,Medication
flutamide,1,Medication
efavirenz,1,Medication
o2(fio2),1,not determined
ctdivol,1,not determined
carbamazepine,1,Medication
cd40 ligand,1,Protein
crd42020183736,1,not determined
uridine monophosphate,1,Topic
cryptotanshinone,1,not determined
triterpene saponin,1,Topic
